files_changed,lines_added,lines_deleted,churn,test_count,test_failures,coverage,pipeline_duration_s,jobs_total,message_length,prev_7d_failure_rate,prev_30d_failure_rate,flaky_tests_count,infra_alerts_count,artifact_size_mb,cache_hit_rate,security_alerts_count,hour,churn_per_file,test_fail_rate,author_experience_log,had_hotfix_keyword,dependency_updates,is_weekend,repo_auth-service,repo_cdn-orchestrator,repo_data-platform,repo_edge-gateway,repo_observability-hub,repo_payments-api,trigger_manual,trigger_pull_request,trigger_push,trigger_schedule,trigger_tag,runner_os_macos-14,runner_os_ubuntu-22.04,runner_os_windows-2022,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,author_engineer_01,author_engineer_02,author_engineer_03,author_engineer_04,author_engineer_05,author_engineer_06,author_engineer_07,author_engineer_08,author_engineer_09,author_engineer_10,author_engineer_11,author_engineer_12,author_engineer_13,author_engineer_14,author_engineer_15,author_engineer_16,author_engineer_17,author_engineer_18,author_engineer_19,author_engineer_20,author_engineer_21,author_engineer_22,author_engineer_23,author_engineer_24,author_engineer_25,author_engineer_26,author_engineer_27,author_engineer_28,author_engineer_29,author_engineer_30,author_engineer_31,author_engineer_32,author_engineer_33,author_engineer_34,author_engineer_35,author_engineer_36,author_engineer_37,author_engineer_38,author_engineer_39,author_engineer_40,success
11,64.0,1774.199999999999,3192.099999999999,38,0,74.5493433958922,159.0,12,225,0.3449436053896482,0.2382729195324449,0,0,668.7234268571494,0.2959370501820703,0,11,290.190909090909,0.0,4.8283137373023015,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,531.0,166.0,697.0,44,1,72.44179248573188,235.0,37,70,0.2218982027649371,0.3791959902862651,1,0,1200.0,0.5703816297176342,0,11,99.57142857142856,0.0227272727272727,3.044522437723423,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,247.0,404.0,651.0,261,2,69.54570315171435,44.0,4,50,0.1005410135177128,0.0728929353825754,0,1,1200.0,0.8005991946907614,0,12,50.07692307692308,0.0076628352490421,4.204692619390966,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,311.0,807.0,1118.0,143,1,74.37056697977748,225.0,8,232,0.5598129113150357,0.1657777084429093,0,0,1200.0,0.6105694238768554,0,12,48.60869565217392,0.0069930069930069,2.70805020110221,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,201.0,55.0,256.0,218,0,77.8189055911484,1463.7199999999991,14,216,0.1862788377641895,0.1300432963680639,0,1,1200.0,0.4324818100993773,0,12,28.444444444444443,0.0,4.3694478524670215,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,101.0,450.0,551.0,72,1,72.83811814312517,114.0,15,108,0.5714228818364654,0.1132122014960794,0,1,644.6631601066288,0.6268684675199645,0,13,110.2,0.0138888888888888,4.574710978503383,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,375.0,90.0,465.0,41,0,100.0,478.0,28,117,0.3270146804581963,0.3257917748583093,0,2,1200.0,0.231755978803463,0,13,232.5,0.0,3.9318256327243257,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,21.0,853.0,874.0,48,0,93.1794479275562,160.0,24,206,0.427024578122215,0.104546138395501,1,0,1200.0,0.5101712703276022,0,13,174.8,0.0,3.8501476017100575,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,352.0,98.0,450.0,28,2,65.9133202610923,291.0,21,64,0.1074579896498483,0.173378828678364,0,1,1200.0,0.6625349745398302,0,14,225.0,0.0714285714285714,2.9444389791664403,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,47.0,162.0,209.0,33,1,62.50295298188102,948.0,4,67,0.4143698580887064,0.1642623496673625,0,0,1179.419434618068,0.6155323302661767,0,14,29.857142857142858,0.0303030303030303,3.784189633918261,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,420.0,114.0,534.0,84,1,72.44179248573188,68.0,11,190,0.3351293413200168,0.2967910616902245,0,0,1200.0,0.6273385832240289,0,14,178.0,0.0119047619047619,3.091042453358316,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,205.0,137.0,342.0,19,1,82.03360944328567,644.0,17,199,0.4251946894339833,0.1308509042882865,2,0,1200.0,0.6105694238768554,0,15,171.0,0.0526315789473684,4.189654742026425,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,371.0,52.0,423.0,49,1,75.146497593379,277.0,9,71,0.3177338353038721,0.2425028226551805,0,0,1200.0,0.3453630308041404,0,15,21.15,0.0204081632653061,4.127134385045092,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,30.0,272.0,302.0,14,0,61.40825542967945,44.0,13,54,0.2614330992214154,0.2978375384980235,0,0,1166.3274516958202,0.6441544061768646,0,15,20.133333333333333,0.0,2.4849066497880004,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12,157.0,16.0,173.0,81,0,74.72227979775805,322.0,15,203,0.157054956687152,0.2578683947089873,0,1,1045.6794871431953,0.7763172014408579,0,16,14.416666666666666,0.0,4.07753744390572,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,146.0,216.0,362.0,123,1,36.67370236170792,202.0,7,73,0.55396033530953,0.329562770797151,0,0,1200.0,0.4641694261689411,0,16,60.333333333333336,0.008130081300813,4.859812404361672,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,520.0,272.0,792.0,17,1,49.30362297404149,596.0,11,160,0.1688350312930785,0.4107223551565885,0,1,1200.0,0.6176776380391449,1,16,792.0,0.0588235294117647,3.4657359027997265,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,223.0,615.0,838.0,175,0,83.15967600910471,504.0,7,169,0.1269978448754836,0.3192256242278741,0,1,805.8924826771095,0.6732204573457556,1,17,167.6,0.0,3.784189633918261,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,944.0,1774.199999999999,3192.099999999999,76,2,93.13882512054514,122.0,9,75,0.4110836945737371,0.1953335381731132,0,2,1200.0,0.8292647058291738,0,17,532.0166666666665,0.0263157894736842,4.219507705176107,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,99.0,21.0,120.0,36,1,98.9208408750027,252.0,12,38,0.3924359219117012,0.1704591953267745,0,0,505.6002069129439,0.7626732235735704,0,17,120.0,0.0277777777777777,3.295836866004329,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,934.0,65.0,999.0,96,1,74.95200564059242,390.0,8,75,0.343095389078453,0.1534153136852949,0,0,1200.0,0.5808285668988962,0,18,333.0,0.0104166666666666,3.6635616461296463,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,56.0,129.0,185.0,40,2,96.55539929283866,407.0,7,128,0.1271001986590877,0.1127366303144855,1,1,348.6919665447951,0.7194265730585212,0,18,92.5,0.05,3.1780538303479458,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,61.0,353.0,414.0,133,0,72.44179248573188,161.0,14,143,0.6693918535374134,0.2234979462869101,0,1,1200.0,0.6071565093652875,0,18,207.0,0.0,3.80666248977032,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,217.0,121.0,338.0,149,0,68.7948095608553,226.0,47,122,0.3706072915334121,0.1282843671025559,0,1,348.6748855254158,0.6105694238768554,0,19,169.0,0.0,4.248495242049359,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,492.0,181.0,673.0,120,1,45.69124498920536,127.0,10,115,0.2736077984308383,0.1247707642918607,1,0,927.0720821146166,0.6710546879601932,0,19,112.16666666666669,0.0083333333333333,3.784189633918261,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,16.96,672.0,683.0,163,2,72.66294852596707,79.0,22,192,0.0722966237867213,0.2991586717390594,0,0,1200.0,0.6454225761944634,0,19,136.6,0.0122699386503067,2.19722457733622,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9,933.0,405.0,1338.0,29,2,72.11548133239775,120.0,11,93,0.2234665053219773,0.3457435855264585,0,0,1200.0,0.6910612399541959,0,20,148.66666666666666,0.0689655172413793,4.343805421853684,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,129.0,411.0,540.0,49,2,64.02463691471658,328.0,26,61,0.2031246416194637,0.2715446052371606,0,0,391.77622494117065,0.4358760334669319,0,20,90.0,0.0408163265306122,3.367295829986474,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4,290.0,30.0,320.0,49,3,72.44179248573188,203.0,8,65,0.2287864779463348,0.3054820508458747,0,1,348.6748855254158,0.7881134653431955,0,20,80.0,0.0612244897959183,3.871201010907891,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,187.0,667.0,854.0,132,0,72.44179248573188,233.0,8,167,0.0619917143168889,0.335287975037662,0,0,1200.0,0.3884881685300206,0,21,77.63636363636364,0.0,1.9459101490553128,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,382.0,67.0,449.0,14,0,57.45612133197313,78.0,18,73,0.1071778739903105,0.3548797082503906,0,1,686.5951890750632,0.4740414234629041,0,21,149.66666666666666,0.0,3.555348061489413,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,201.0,303.0,504.0,24,2,68.17115305094738,281.0,17,36,0.390073368704587,0.2416357186543209,0,1,771.7194551435323,0.7544787398228009,0,21,100.8,0.0833333333333333,3.218875824868201,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,148.0,72.0,220.0,82,0,45.4662303925222,143.0,14,103,0.6401338481742915,0.2602505847286389,1,0,1200.0,0.4297910813716713,0,22,73.33333333333333,0.0,3.828641396489095,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,367.0,115.0,482.0,19,1,63.53426941555634,648.0,12,86,0.242418940985566,0.2040047269026746,0,0,1200.0,0.6304413411235993,0,22,96.4,0.0526315789473684,4.564348191467836,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,181.0,1013.0,1194.0,97,0,68.16264779630313,56.0,24,22,0.0716044783862047,0.1495785934518763,0,1,1166.8989005506794,0.6105694238768554,0,22,132.66666666666666,0.0,3.9318256327243257,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,91.0,163.0,254.0,16,1,60.74655278855708,152.0,11,139,0.1991693069139123,0.1150642598699243,0,1,907.5267779336714,0.6942567722015447,0,23,254.0,0.0625,3.9889840465642745,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,53.0,45.0,98.0,89,0,72.44179248573188,139.0,10,151,0.2525363282942963,0.1597393069715938,0,0,1200.0,0.565009062616377,0,23,6.533333333333333,0.0,3.8918202981106265,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,255.0,250.0,505.0,126,0,81.34694496861916,89.0,3,83,0.2235357157614389,0.3414275584794778,1,0,1200.0,0.7000333665073983,0,23,33.666666666666664,0.0,4.31748811353631,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,121.0,22.0,143.0,70,0,84.17526506406708,72.0,9,209,0.4287285181368764,0.2684218390147562,1,0,983.2141566483672,0.4934909504973472,0,0,14.3,0.0,4.532599493153256,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,186.0,123.0,309.0,61,1,66.60099143666491,1463.7199999999991,18,131,0.1105028644546257,0.2290564122120684,0,0,1200.0,0.4185811696591762,0,0,154.5,0.0163934426229508,3.4011973816621555,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,290.0,104.0,394.0,47,0,95.77828525702348,55.0,24,228,0.1375337604538951,0.0743628146113852,0,0,1200.0,0.5340862158938777,0,0,65.66666666666667,0.0,4.700480365792417,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8,67.0,136.0,203.0,337,0,72.44179248573188,455.0,25,104,0.0961803850586134,0.2696618595435412,0,0,487.68269917126986,0.4298981153700934,0,1,25.375,0.0,3.58351893845611,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,411.0,209.0,620.0,46,2,53.2880579208451,63.0,7,183,0.2434872324452518,0.0961269537603673,1,0,1200.0,0.6709962747140272,0,1,47.69230769230769,0.0434782608695652,3.4339872044851463,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,340.0,24.0,364.0,210,2,65.32579638211699,326.0,12,135,0.3059960280956781,0.472435572366424,1,0,1200.0,0.4981740971858525,0,1,364.0,0.0095238095238095,6.282266746896006,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,125.0,31.0,156.0,105,1,81.905368871421,304.0,5,213,0.0151674447145722,0.1114699977049123,1,0,1200.0,0.6885495287556209,2,2,52.0,0.0095238095238095,4.31748811353631,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
